"Species","Family","Order","Mass","Trophic_level","HWI","brain_mass_g","CRB_Final","mass_kg"
"Platycercus_eximius","Psittacidae","Psittaciformes",104,"Herbivore",42.2,3.11836,0,0.104
"Platycercus_icterotis","Psittacidae","Psittaciformes",63.3,"Herbivore",42.9,2.46568,0,0.0633
"Platycercus_venustus","Psittacidae","Psittaciformes",89.4,"Herbivore",39.4,2.65216,0,0.0894
"Plectorhyncha_lanceolata","Meliphagidae","Passeriformes",40.6,"Herbivore",21.1,NA,0,0.0406
"Ploceus_benghalensis","Ploceidae","Passeriformes",19.8,"Herbivore",22.2,NA,1,0.0198
"Ploceus_capensis","Ploceidae","Passeriformes",44,"Omnivore",25.4,NA,1,0.044
"Ploceus_cucullatus","Ploceidae","Passeriformes",36.1,"Herbivore",19.4,1.41932,1,0.0361
"Ploceus_manyar","Ploceidae","Passeriformes",17.4,"Herbivore",21,NA,1,0.0174
"Ploceus_philippinus","Ploceidae","Passeriformes",28.2,"Herbivore",18.7,NA,1,0.0282
"Ploceus_velatus","Ploceidae","Passeriformes",30.9,"Herbivore",20.6,NA,1,0.0309
"Poecile_cinctus","Paridae","Passeriformes",11.4,"Omnivore",19.5,NA,0,0.0114
"Poecile_gambeli","Paridae","Passeriformes",11.2,"Omnivore",19.2,NA,0,0.0112
"Poecile_montanus","Paridae","Passeriformes",11.1,"Omnivore",17.7,NA,0,0.0111
"Poeoptera_lugubris","Sturnidae","Passeriformes",38.8,"Herbivore",27.9,NA,1,0.0388
"Poicephalus_cryptoxanthus","Psittacidae","Psittaciformes",140,"Herbivore",43.8,NA,0,0.14
"Poicephalus_fuscicollis","Psittacidae","Psittaciformes",324,"Herbivore",41.9,NA,1,0.324
"Poicephalus_gulielmi","Psittacidae","Psittaciformes",274.6,"Herbivore",41.5,6.529125633,1,0.2746
"Poicephalus_meyeri","Psittacidae","Psittaciformes",117.5,"Herbivore",40.3,4.56876,1,0.1175
"Poicephalus_robustus","Psittacidae","Psittaciformes",343,"Herbivore",39.8,7.942857001,1,0.343
"Poicephalus_rueppellii","Psittacidae","Psittaciformes",116,"Herbivore",39.5,NA,1,0.116
"Poicephalus_rufiventris","Psittacidae","Psittaciformes",120,"Herbivore",37.2,NA,0,0.12
"Poicephalus_senegalus","Psittacidae","Psittaciformes",147,"Herbivore",39.9,4.87956,0,0.147
"Polemaetus_bellicosus","Accipitridae","Accipitriformes",3964.5,"Carnivore",35.5,NA,0,3.9645
"Polytelis_alexandrae","Psittacidae","Psittaciformes",103.7,"Herbivore",54.6,2.67288,0,0.1037
"Polytelis_anthopeplus","Psittacidae","Psittaciformes",170,"Herbivore",52.3,3.9886,1,0.17
"Polytelis_swainsonii","Psittacidae","Psittaciformes",153,"Herbivore",51.6,3.4706,1,0.153
"Pomatostomus_halli","Pomatostomidae","Passeriformes",41.8,"Carnivore",10.9,1.6576,1,0.0418
"Pomatostomus_ruficeps","Pomatostomidae","Passeriformes",57.8,"Carnivore",11.7,2.4346,1,0.0578
"Pomatostomus_superciliosus","Pomatostomidae","Passeriformes",41.5,"Carnivore",9.4,1.57472,1,0.0415
"Pomatostomus_temporalis","Pomatostomidae","Passeriformes",75,"Carnivore",11,1.9684,1,0.075
"Poodytes_gramineus","Locustellidae","Passeriformes",14.1,"Carnivore",16.9,NA,0,0.0141
"Pooecetes_gramineus","Passerellidae","Passeriformes",25.7,"Omnivore",23.9,0.8133182,0,0.0257
"Primolius_couloni","Psittacidae","Psittaciformes",250,"Herbivore",42.2,NA,0,0.25
"Primolius_maracana","Psittacidae","Psittaciformes",256,"Herbivore",35.4,NA,0,0.256
"Prionops_retzii","Vangidae","Passeriformes",50.1,"Carnivore",17.3,NA,0,0.0501
"Progne_chalybea","Hirundinidae","Passeriformes",50,"Carnivore",54.8,NA,1,0.05
"Progne_dominicensis","Hirundinidae","Passeriformes",39.6,"Carnivore",56,NA,1,0.0396
"Progne_subis","Hirundinidae","Passeriformes",53.8,"Carnivore",52,1.06708,1,0.0538
"Prosthemadera_novaeseelandiae","Meliphagidae","Passeriformes",105.8,"Herbivore",20.8,NA,0,0.1058
"Protonotaria_citrea","Parulidae","Passeriformes",14.3,"Carnivore",30,0.61124,1,0.0143
"Psephotus_haematonotus","Psittacidae","Psittaciformes",61.4,"Herbivore",44.5,2.04092,0,0.0614
"Pseudastur_albicollis","Accipitridae","Accipitriformes",703.7,"Carnivore",25.4,NA,0,0.7037
"Pseudastur_polionotus","Accipitridae","Accipitriformes",703.7,"Carnivore",31.3,NA,0,0.7037
"Pseudeos_fuscata","Psittacidae","Psittaciformes",149,"Herbivore",51.1,NA,1,0.149
"Pseudopodoces_humilis","Paridae","Passeriformes",45.4,"Carnivore",15.2,NA,1,0.0454
"Psiloscops_flammeolus","Strigidae","Strigiformes",59.9,"Carnivore",30.8,NA,0,0.0599
"Psittacara_chloropterus","Psittacidae","Psittaciformes",146,"Herbivore",45.8,NA,1,0.146
"Psittacara_erythrogenys","Psittacidae","Psittaciformes",151,"Herbivore",41.5,NA,1,0.151
"Psittacara_euops","Psittacidae","Psittaciformes",87,"Herbivore",45.9,NA,1,0.087
"Psittacara_finschi","Psittacidae","Psittaciformes",150,"Herbivore",46.5,NA,1,0.15
"Psittacara_holochlorus","Psittacidae","Psittaciformes",138,"Herbivore",43,NA,1,0.138
"Psittacara_mitratus","Psittacidae","Psittaciformes",249,"Herbivore",44.5,NA,0,0.249
"Psittacula_alexandri","Psittacidae","Psittaciformes",147,"Herbivore",52.3,NA,1,0.147
"Psittacula_derbiana","Psittacidae","Psittaciformes",251,"Herbivore",49.8,NA,1,0.251
"Psittaculirostris_desmarestii","Psittacidae","Psittaciformes",117,"Herbivore",40.8,NA,0,0.117
"Psittaculirostris_edwardsii","Psittacidae","Psittaciformes",118,"Herbivore",42.9,3.059565873,0,0.118
"Psittacus_erithacus","Psittacidae","Psittaciformes",333,"Herbivore",41.3,9.51048,1,0.333
"Psittacus_timneh","Psittacidae","Psittaciformes",333,"Herbivore",41.1,NA,1,0.333
"Psitteuteles_goldiei","Psittacidae","Psittaciformes",58.7,"Herbivore",53.3,NA,1,0.0587
"Psitteuteles_versicolor","Psittacidae","Psittaciformes",53.5,"Herbivore",51.9,2.072,0,0.0535
"Psittinus_cyanurus","Psittacidae","Psittaciformes",60.5,"Herbivore",48.1,NA,0,0.0605
"Psittrichas_fulgidus","Psittacidae","Psittaciformes",865,"Herbivore",32.2,NA,0,0.865
"Pteroglossus_torquatus","Ramphastidae","Piciformes",219.1,"Herbivore",15.7,3.248758861,1,0.2191
"Ptilotula_penicillata","Meliphagidae","Passeriformes",19.4,"Omnivore",21.4,NA,1,0.0194
"Ptyonoprogne_rupestris","Hirundinidae","Passeriformes",20.4,"Carnivore",56,NA,1,0.0204
"Pulsatrix_perspicillata","Strigidae","Strigiformes",983.6,"Carnivore",28.1,NA,0,0.9836
"Purpureicephalus_spurius","Psittacidae","Psittaciformes",116,"Herbivore",40.6,3.61564,0,0.116
"Pycnonotus_barbatus","Pycnonotidae","Passeriformes",32.1,"Herbivore",15,NA,0,0.0321
"Pycnonotus_cafer","Pycnonotidae","Passeriformes",42.9,"Herbivore",16.5,NA,1,0.0429
"Pycnonotus_jocosus","Pycnonotidae","Passeriformes",29.5,"Herbivore",14.2,0.96348,1,0.0295
"Pycnonotus_xanthopygos","Pycnonotidae","Passeriformes",37.6,"Herbivore",15.2,NA,0,0.0376
"Pyrgilauda_theresae","Passeridae","Passeriformes",24.3,"Herbivore",31.8,NA,0,0.0243
"Pyrrhula_pyrrhula","Fringillidae","Passeriformes",24.3,"Herbivore",24.9,NA,1,0.0243
"Pyrrhura_cruentata","Psittacidae","Psittaciformes",75.9,"Herbivore",40.2,NA,0,0.0759
"Pyrrhura_frontalis","Psittacidae","Psittaciformes",72,"Herbivore",40.3,1.82626525,0,0.072
"Pyrrhura_griseipectus","Psittacidae","Psittaciformes",75.9,"Herbivore",39.6,NA,0,0.0759
"Pyrrhura_leucotis","Psittacidae","Psittaciformes",75.9,"Herbivore",41.4,NA,0,0.0759
"Pyrrhura_molinae","Psittacidae","Psittaciformes",77.1,"Herbivore",38.5,NA,0,0.0771
"Pyrrhura_perlata","Psittacidae","Psittaciformes",75,"Herbivore",27.7,NA,0,0.075
"Pyrrhura_picta","Psittacidae","Psittaciformes",62.1,"Herbivore",39.1,NA,1,0.0621
"Quelea_quelea","Ploceidae","Passeriformes",18.6,"Herbivore",24.2,NA,1,0.0186
"Quiscalus_major","Icteridae","Passeriformes",151.2,"Carnivore",29.7,2.88008,1,0.1512
"Quiscalus_mexicanus","Icteridae","Passeriformes",160.5,"Omnivore",26.8,3.06656,1,0.1605
"Quiscalus_niger","Icteridae","Passeriformes",72.2,"Omnivore",22.5,NA,1,0.0722
"Quiscalus_quiscula","Icteridae","Passeriformes",105.2,"Carnivore",25.9,2.68324,1,0.1052
"Ramphastos_sulfuratus","Ramphastidae","Piciformes",409.7,"Omnivore",14.8,4.679882648,1,0.4097
"Ramphocelus_dimidiatus","Thraupidae","Passeriformes",28,"Omnivore",16,NA,1,0.028
"Ramphocelus_nigrogularis","Thraupidae","Passeriformes",31,"Omnivore",16.3,NA,0,0.031
"Ramphocelus_passerinii","Thraupidae","Passeriformes",32,"Omnivore",12.6,NA,1,0.032
"Regulus_calendula","Regulidae","Passeriformes",6.2,"Carnivore",22,0.32116,0,0.0062
"Regulus_goodfellowi","Regulidae","Passeriformes",4.1,"Carnivore",21.9,NA,0,0.0041
"Regulus_satrapa","Regulidae","Passeriformes",6.2,"Carnivore",23.6,0.37296,1,0.0062
"Remiz_consobrinus","Remizidae","Passeriformes",9.1,"Omnivore",25.2,NA,0,0.0091
"Remiz_pendulinus","Remizidae","Passeriformes",9.3,"Omnivore",19.4,NA,0,0.0093
"Rhynchopsitta_pachyrhyncha","Psittacidae","Psittaciformes",324.8,"Herbivore",47.3,NA,1,0.3248
"Rhynchopsitta_terrisi","Psittacidae","Psittaciformes",442,"Herbivore",47.1,NA,1,0.442
"Riparia_riparia","Hirundinidae","Passeriformes",12.7,"Carnivore",53,0.42476,1,0.0127
"Rostrhamus_sociabilis","Accipitridae","Accipitriformes",366.9,"Carnivore",39.1,5.27324,1,0.3669
"Rubigula_gularis","Pycnonotidae","Passeriformes",29.3,"Herbivore",11.9,NA,0,0.0293
"Rupornis_magnirostris","Accipitridae","Accipitriformes",269,"Carnivore",28,NA,0,0.269
"Saltator_maximus","Thraupidae","Passeriformes",47.6,"Herbivore",16.9,1.2627262,1,0.0476
"Sarcoramphus_papa","Cathartidae","Cathartiformes",3400,"Scavenger",37.6,19.22816,1,3.4
"Saxicola_torquatus","Muscicapidae","Passeriformes",14.1,"Carnivore",20.8,0.63196,0,0.0141
"Seiurus_aurocapilla","Parulidae","Passeriformes",18.8,"Carnivore",24.9,0.7252,0,0.0188
"Serinus_serinus","Fringillidae","Passeriformes",11.2,"Herbivore",29.3,NA,1,0.0112
"Setophaga_angelae","Parulidae","Passeriformes",7.7,"Carnivore",19.7,NA,0,0.0077
"Setophaga_caerulescens","Parulidae","Passeriformes",10.1,"Carnivore",24.1,NA,0,0.0101
"Setophaga_citrina","Parulidae","Passeriformes",10.5,"Carnivore",21.5,NA,0,0.0105
"Setophaga_fusca","Parulidae","Passeriformes",9.7,"Carnivore",32.4,NA,0,0.0097
"Setophaga_magnolia","Parulidae","Passeriformes",8.1,"Carnivore",21.1,NA,0,0.0081
"Setophaga_petechia","Parulidae","Passeriformes",10.2,"Carnivore",23.6,NA,0,0.0102
"Setophaga_ruticilla","Parulidae","Passeriformes",8.2,"Carnivore",24.6,0.37296,0,0.0082
"Setophaga_townsendi","Parulidae","Passeriformes",8.8,"Carnivore",27.8,NA,0,0.0088
"Sialia_currucoides","Turdidae","Passeriformes",29.6,"Omnivore",36.6,NA,0,0.0296
"Sialia_mexicana","Turdidae","Passeriformes",26.4,"Omnivore",37.2,0.87024,1,0.0264
"Sialia_sialis","Turdidae","Passeriformes",27.5,"Carnivore",32.8,1.02564,1,0.0275
"Sicalis_lutea","Thraupidae","Passeriformes",16.3,"Herbivore",24.7,NA,1,0.0163
"Sicalis_luteocephala","Thraupidae","Passeriformes",16.3,"Herbivore",18.9,NA,0,0.0163
"Sicalis_luteola","Thraupidae","Passeriformes",15.9,"Herbivore",21.1,NA,0,0.0159
"Sicalis_mendozae","Thraupidae","Passeriformes",18.1,"Herbivore",23.3,NA,0,0.0181
"Sicalis_olivascens","Thraupidae","Passeriformes",21.8,"Herbivore",23.3,NA,0,0.0218
"Sicalis_uropigyalis","Thraupidae","Passeriformes",22.5,"Herbivore",30,NA,0,0.0225
"Sitta_pusilla","Sittidae","Passeriformes",10.2,"Omnivore",23.3,NA,1,0.0102
"Sitta_pygmaea","Sittidae","Passeriformes",10.6,"Omnivore",18,0.5698,1,0.0106
"Spermestes_bicolor","Estrildidae","Passeriformes",9.9,"Herbivore",21.8,NA,0,0.0099
"Sphyrapicus_ruber","Picidae","Piciformes",54.8,"Carnivore",30.4,NA,0,0.0548
"Sphyrapicus_varius","Picidae","Piciformes",50.3,"Omnivore",33.9,1.3468,0,0.0503
"Spinus_psaltria","Fringillidae","Passeriformes",8.8,"Herbivore",26,NA,1,0.0088
"Spinus_tristis","Fringillidae","Passeriformes",12.8,"Herbivore",27.6,NA,1,0.0128
"Spizaetus_isidori","Accipitridae","Accipitriformes",1197.4,"Carnivore",24.2,NA,0,1.1974
"Spizaetus_ornatus","Accipitridae","Accipitriformes",1197.4,"Carnivore",17.2,NA,0,1.1974
"Spizaetus_tyrannus","Accipitridae","Accipitriformes",1007.1,"Carnivore",17.9,NA,0,1.0071
"Spizella_atrogularis","Passerellidae","Passeriformes",11.3,"Omnivore",15.2,NA,0,0.0113
"Spodiopsar_cineraceus","Sturnidae","Passeriformes",83,"Carnivore",36,NA,1,0.083
"Spodiopsar_sericeus","Sturnidae","Passeriformes",65,"Omnivore",32.6,NA,1,0.065
"Sporophila_corvina","Thraupidae","Passeriformes",10.6,"Herbivore",17.8,NA,0,0.0106
"Sporophila_luctuosa","Thraupidae","Passeriformes",12.5,"Herbivore",22.7,NA,0,0.0125
"Sporophila_morelleti","Thraupidae","Passeriformes",8.7,"Herbivore",15.4,NA,1,0.0087
"Sporophila_nigricollis","Thraupidae","Passeriformes",9.6,"Herbivore",14.7,NA,1,0.0096
"Stelgidopteryx_ruficollis","Hirundinidae","Passeriformes",16.1,"Carnivore",51.6,0.54908,0,0.0161
"Stephanoaetus_coronatus","Accipitridae","Accipitriformes",3640,"Carnivore",22.1,14.56616,0,3.64
"Stipiturus_mallee","Maluridae","Passeriformes",5.5,"Carnivore",9.1,NA,0,0.0055
"Strix_nebulosa","Strigidae","Strigiformes",1061.9,"Carnivore",31.9,15.18776,0,1.0619
"Strix_occidentalis","Strigidae","Strigiformes",586.4,"Carnivore",33,NA,0,0.5864
"Strix_uralensis","Strigidae","Strigiformes",780.6,"Carnivore",28.8,11.61356,0,0.7806
"Strix_varia","Strigidae","Strigiformes",711.5,"Carnivore",29.6,13.0018,0,0.7115
"Sturnia_malabarica","Sturnidae","Passeriformes",39.6,"Herbivore",30.5,NA,1,0.0396
"Sturnia_pagodarum","Sturnidae","Passeriformes",48.9,"Herbivore",27.3,NA,1,0.0489
"Sugomel_nigrum","Meliphagidae","Passeriformes",9.9,"Omnivore",26.9,NA,0,0.0099
"Swynnertonia_swynnertoni","Muscicapidae","Passeriformes",16,"Carnivore",15.1,NA,0,0.016
"Sylvia_undata","Sylviidae","Passeriformes",10.8,"Carnivore",14.1,NA,1,0.0108
"Tachycineta_albilinea","Hirundinidae","Passeriformes",16.7,"Carnivore",51.1,NA,1,0.0167
"Taeniopygia_castanotis","Estrildidae","Passeriformes",12,"Herbivore",22.2,NA,0,0.012
"Tanygnathus_everetti","Psittacidae","Psittaciformes",269.6,"Herbivore",40.2,NA,0,0.2696
"Tanygnathus_lucionensis","Psittacidae","Psittaciformes",215,"Herbivore",44.2,5.796608669,1,0.215
"Tanygnathus_megalorynchos","Psittacidae","Psittaciformes",325,"Herbivore",46.5,NA,1,0.325
"Tephrodornis_virgatus","Vangidae","Passeriformes",37.8,"Carnivore",21.6,NA,0,0.0378
"Terpsiphone_mutata","Monarchidae","Passeriformes",13.2,"Carnivore",19,NA,0,0.0132
"Terpsiphone_paradisi","Monarchidae","Passeriformes",19.2,"Carnivore",20.1,NA,0,0.0192
"Thryomanes_bewickii","Troglodytidae","Passeriformes",9.9,"Carnivore",13.8,0.53872,0,0.0099
"Thryomanes_bewickii","Troglodytidae","Passeriformes",9.9,"Carnivore",13.8,NA,0,0.0099
"Thryothorus_ludovicianus","Troglodytidae","Passeriformes",19,"Carnivore",11.4,NA,1,0.019
"Tichodroma_muraria","Sittidae","Passeriformes",17.6,"Carnivore",19.2,NA,0,0.0176
"Todus_mexicanus","Todidae","Coraciiformes",5.9,"Carnivore",12.6,0.4144,0,0.0059
"Torgos_tracheliotos","Accipitridae","Accipitriformes",6969,"Scavenger",39.1,NA,1,6.969
"Touit_dilectissimus","Psittacidae","Psittaciformes",65,"Herbivore",42,2.375654633,0,0.065
"Touit_huetii","Psittacidae","Psittaciformes",60,"Herbivore",41.4,NA,0,0.06
"Toxostoma_lecontei","Mimidae","Passeriformes",61.9,"Carnivore",15.2,NA,0,0.0619
"Toxostoma_longirostre","Mimidae","Passeriformes",67.6,"Carnivore",8.9,NA,0,0.0676
"Toxostoma_rufum","Mimidae","Passeriformes",68.8,"Omnivore",13.9,2.072,0,0.0688
"Trachyphonus_margaritatus","Lybiidae","Piciformes",64,"Omnivore",12.6,NA,1,0.064
"Trichoglossus_chlorolepidotus","Psittacidae","Psittaciformes",87.1,"Herbivore",51.4,3.1598,0,0.0871
"Trichoglossus_euteles","Psittacidae","Psittaciformes",73.7,"Herbivore",49.7,NA,0,0.0737
"Trichoglossus_flavoviridis","Psittacidae","Psittaciformes",90.5,"Herbivore",50.5,NA,0,0.0905
"Trichoglossus_haematodus","Psittacidae","Psittaciformes",113.3,"Herbivore",49.7,3.7333296,1,0.1133
"Trichoglossus_johnstoniae","Psittacidae","Psittaciformes",55.2,"Herbivore",43.3,NA,1,0.0552
"Trichoglossus_moluccanus","Psittacidae","Psittaciformes",113.3,"Herbivore",45.9,NA,1,0.1133
"Trichoglossus_ornatus","Psittacidae","Psittaciformes",120,"Herbivore",47.4,NA,0,0.12
"Trichoglossus_rubritorquis","Psittacidae","Psittaciformes",113.3,"Herbivore",49.6,NA,0,0.1133
"Trigonoceps_occipitalis","Accipitridae","Accipitriformes",3016,"Scavenger",43.1,NA,0,3.016
"Troglodytes_aedon","Troglodytidae","Passeriformes",10.9,"Carnivore",12.9,0.54908,1,0.0109
"Troglodytes_hiemalis","Troglodytidae","Passeriformes",8.9,"Carnivore",17,NA,1,0.0089
"Troglodytes_pacificus","Troglodytidae","Passeriformes",9.4,"Carnivore",19,NA,1,0.0094
"Troglodytes_troglodytes","Troglodytidae","Passeriformes",9.7,"Carnivore",15.7,NA,1,0.0097
"Turdus_albocinctus","Turdidae","Passeriformes",99.4,"Omnivore",25.1,NA,1,0.0994
"Turdus_amaurochalinus","Turdidae","Passeriformes",57.9,"Omnivore",23.4,NA,0,0.0579
"Turdus_assimilis","Turdidae","Passeriformes",70.2,"Omnivore",23.6,NA,0,0.0702
"Turdus_atrogularis","Turdidae","Passeriformes",106,"Omnivore",30.6,NA,0,0.106
"Turdus_boulboul","Turdidae","Passeriformes",97.1,"Omnivore",27.1,NA,0,0.0971
"Turdus_eunomus","Turdidae","Passeriformes",73.2,"Omnivore",33.1,NA,0,0.0732
"Turdus_fuscater","Turdidae","Passeriformes",143,"Omnivore",19,NA,0,0.143
"Turdus_grayi","Turdidae","Passeriformes",79.5,"Omnivore",21.4,NA,1,0.0795
"Turdus_iliacus","Turdidae","Passeriformes",61.2,"Omnivore",32.3,NA,1,0.0612
"Turdus_merula","Turdidae","Passeriformes",102.7,"Omnivore",23.1,1.9684,1,0.1027
"Turdus_migratorius","Turdidae","Passeriformes",78.5,"Omnivore",29,1.69904,1,0.0785
"Turdus_obscurus","Turdidae","Passeriformes",62.6,"Omnivore",34.8,NA,0,0.0626
"Turdus_obsoletus","Turdidae","Passeriformes",74.8,"Omnivore",23.8,NA,0,0.0748
"Turdus_philomelos","Turdidae","Passeriformes",67.7,"Omnivore",30.7,1.68868,1,0.0677
"Turdus_pilaris","Turdidae","Passeriformes",106,"Carnivore",33.3,NA,1,0.106
"Turdus_plumbeus","Turdidae","Passeriformes",75.3,"Carnivore",22.3,NA,0,0.0753
"Tyrannus_dominicensis","Tyrannidae","Passeriformes",46.5,"Carnivore",30.1,0.91326703,1,0.0465
"Tyrannus_forficatus","Tyrannidae","Passeriformes",39.3,"Omnivore",37.5,NA,1,0.0393
"Tyrannus_melancholicus","Tyrannidae","Passeriformes",37.4,"Carnivore",23.7,NA,1,0.0374
"Tyrannus_savana","Tyrannidae","Passeriformes",31.9,"Carnivore",32,NA,1,0.0319
"Tyrannus_tyrannus","Tyrannidae","Passeriformes",39.9,"Carnivore",33.3,0.9842,1,0.0399
"Tyrannus_verticalis","Tyrannidae","Passeriformes",39.6,"Carnivore",33.2,1.01528,1,0.0396
"Tyto_alba","Tytonidae","Strigiformes",403.3,"Carnivore",39.7,6.74436,1,0.4033
"Tyto_capensis","Tytonidae","Strigiformes",364.7,"Carnivore",43.1,NA,1,0.3647
"Tyto_tenebricosa","Tytonidae","Strigiformes",660.6,"Carnivore",27.7,13.1572,0,0.6606
"Urocolius_macrourus","Coliidae","Coliiformes",45.5,"Herbivore",29,NA,1,0.0455
"Vermivora_chrysoptera","Parulidae","Passeriformes",8.7,"Carnivore",25.9,NA,0,0.0087
"Vidua_chalybeata","Viduidae","Passeriformes",12.5,"Herbivore",21,NA,0,0.0125
"Vidua_macroura","Viduidae","Passeriformes",15.7,"Herbivore",20.2,NA,1,0.0157
"Vidua_purpurascens","Viduidae","Passeriformes",13.1,"Herbivore",21.5,NA,1,0.0131
"Vini_australis","Psittacidae","Psittaciformes",49.5,"Herbivore",50.4,NA,1,0.0495
"Vini_peruviana","Psittacidae","Psittaciformes",29,"Herbivore",46.4,NA,0,0.029
"Vireo_vicinior","Vireonidae","Passeriformes",12.8,"Carnivore",15.5,NA,0,0.0128
"Vultur_gryphus","Cathartidae","Cathartiformes",11236.1,"Scavenger",44.9,32.69616,1,11.2361
"Xanthocephalus_xanthocephalus","Icteridae","Passeriformes",62.7,"Herbivore",27,NA,1,0.0627
"Xiphocolaptes_albicollis","Furnariidae","Passeriformes",118,"Carnivore",14.1,NA,0,0.118
"Xiphocolaptes_major","Furnariidae","Passeriformes",156,"Carnivore",15.6,NA,0,0.156
"Zonotrichia_albicollis","Passerellidae","Passeriformes",24.4,"Herbivore",19.7,1.0878,1,0.0244
"Zonotrichia_leucophrys","Passerellidae","Passeriformes",28,"Omnivore",23.4,1.00492,1,0.028
"Zonotrichia_querula","Passerellidae","Passeriformes",35.5,"Herbivore",23.7,NA,1,0.0355
"Caracara_plancus","Falconidae","Falconiformes",1078.6,"Omnivore",24.4,10.42216,1,1.0786
"Falco_amurensis","Falconidae","Falconiformes",141.9,"Carnivore",52.9,NA,1,0.1419
"Falco_biarmicus","Falconidae","Falconiformes",606.1,"Carnivore",50.6,NA,1,0.6061
"Falco_columbarius","Falconidae","Falconiformes",188.5,"Carnivore",48.9,3.20124,1,0.1885
"Falco_deiroleucus","Falconidae","Falconiformes",459.6,"Carnivore",39.9,NA,0,0.4596
"Falco_eleonorae","Falconidae","Falconiformes",390,"Carnivore",55,4.18544,1,0.39
"Falco_hypoleucos","Falconidae","Falconiformes",457.2,"Carnivore",50.6,NA,1,0.4572
"Falco_longipennis","Falconidae","Falconiformes",249.8,"Carnivore",58.8,3.4706,0,0.2498
"Falco_mexicanus","Falconidae","Falconiformes",713.1,"Carnivore",50.5,7.10696,0,0.7131
"Falco_naumanni","Falconidae","Falconiformes",152.1,"Carnivore",53.9,2.80756,1,0.1521
"Falco_novaeseelandiae","Falconidae","Falconiformes",418.6,"Carnivore",39.8,NA,0,0.4186
"Falco_peregrinus","Falconidae","Falconiformes",760,"Carnivore",52.2,6.41284,1,0.76
"Falco_rufigularis","Falconidae","Falconiformes",163.6,"Carnivore",40.3,NA,0,0.1636
"Falco_sparverius","Falconidae","Falconiformes",114.6,"Carnivore",43.7,2.57964,1,0.1146
"Falco_subniger","Falconidae","Falconiformes",776,"Carnivore",48.6,6.734,0,0.776
"Falco_vespertinus","Falconidae","Falconiformes",151.5,"Carnivore",55.6,2.7972,1,0.1515
"Herpetotheres_cachinnans","Falconidae","Falconiformes",623.6,"Carnivore",18.9,6.483581345,0,0.6236
"Ibycter_americanus","Falconidae","Falconiformes",624,"Carnivore",26.2,NA,1,0.624
"Phalcoboenus_australis","Falconidae","Falconiformes",1187,"Carnivore",39.4,9.585706037,1,1.187
"Phalcoboenus_chimango","Falconidae","Falconiformes",296,"Omnivore",47.7,NA,1,0.296
"Phalcoboenus_megalopterus","Falconidae","Falconiformes",788,"Carnivore",43.6,NA,1,0.788
"Polihierax_semitorquatus","Falconidae","Falconiformes",61.5,"Carnivore",38.1,1.52292,1,0.0615
"Acanthiza_lineata","Acanthizidae","Passeriformes",6.9,"Omnivore",19.1,0.52836,1,0.0069
"Acanthiza_reguloides","Acanthizidae","Passeriformes",7.7,"Carnivore",14,0.40404,1,0.0077
"Oreoscopus_gutturalis","Acanthizidae","Passeriformes",20,"Carnivore",13,NA,0,0.02
"Sericornis_frontalis","Acanthizidae","Passeriformes",13.2,"Omnivore",12.7,0.833907448,0,0.0132
"Acrocephalus_sechellensis","Acrocephalidae","Passeriformes",15.9,"Carnivore",11.8,NA,0,0.0159
"Aegithalos_caudatus","Aegithalidae","Passeriformes",8.6,"Carnivore",22,NA,1,0.0086
"Psaltriparus_minimus","Aegithalidae","Passeriformes",5.3,"Carnivore",19.4,0.3626,1,0.0053
"Alauda_arvensis","Alaudidae","Passeriformes",37.3,"Omnivore",33.6,0.99456,1,0.0373
"Galerida_cristata","Alaudidae","Passeriformes",42.7,"Omnivore",26.7,1.21212,1,0.0427
"Bombycilla_garrulus","Bombycillidae","Passeriformes",54.4,"Herbivore",37.8,1.20176,1,0.0544
"Buphagus_africanus","Buphagidae","Passeriformes",58.5,"Carnivore",29,NA,1,0.0585
"Buphagus_erythrorynchus","Buphagidae","Passeriformes",50.7,"Carnivore",29.4,NA,1,0.0507
"Anthracoceros_coronatus","Bucerotidae","Bucerotiformes",806.7,"Herbivore",17,NA,1,0.8067
"Buceros_bicornis","Bucerotidae","Bucerotiformes",2790.8,"Omnivore",25.7,18.907,1,2.7908
"Bucorvus_leadbeateri","Bucerotidae","Bucerotiformes",3743.6,"Carnivore",20.8,26.25,1,3.7436
"Ceratogymna_atrata","Bucerotidae","Bucerotiformes",1194.8,"Herbivore",17.5,NA,1,1.1948
"Ceratogymna_elata","Bucerotidae","Bucerotiformes",1917,"Herbivore",19.5,NA,1,1.917
"Lophoceros_semifasciatus","Bucerotidae","Bucerotiformes",258.8,"Omnivore",17.7,NA,1,0.2588
"Ocyceros_birostris","Bucerotidae","Bucerotiformes",375,"Herbivore",21.4,NA,1,0.375
"Ocyceros_griseus","Bucerotidae","Bucerotiformes",292,"Herbivore",16.6,NA,1,0.292
"Penelopides_mindorensis","Bucerotidae","Bucerotiformes",462,"Herbivore",16.9,NA,1,0.462
"Rhabdotorrhinus_corrugatus","Bucerotidae","Bucerotiformes",1590,"Herbivore",13.3,NA,1,1.59
"Rhabdotorrhinus_leucocephalus","Bucerotidae","Bucerotiformes",1086,"Herbivore",22.5,NA,1,1.086
"Rhyticeros_everetti","Bucerotidae","Bucerotiformes",697.2,"Herbivore",22.2,NA,1,0.6972
